"createdat","productid","sum_revenue","sum_consumption"
"2019-06-26",1000,"392.231479","6024"
"2019-06-26",1001,"1896.641112","22568"
"2019-06-26",1002,"735.567102","11812"
"2019-06-26",2000,NULL,"10340"
"2019-06-27",1001,"848.705425","8268"
"2019-06-28",1000,"940.247671","15636"
"2019-06-28",1001,"2159.620999","22476"
"2019-06-28",1002,"2156.170255","22246"
"2019-06-28",2000,NULL,"8932"
"2019-06-29",1000,"3185.256129","49870"
"2019-06-29",1001,"377.371060","4338"
"2019-06-29",2000,NULL,"10700"
"2019-06-30",1001,"1549.725797","15738"
"2019-06-30",1002,"1662.282846","15996"
"2019-06-30",2000,NULL,"20405"
"2019-06-30",2001,"809.935588","54856"
"2019-07-01",1000,"806.685497","11164"
"2019-07-01",1001,"2152.429396","21812"
"2019-07-02",1001,"1994.447406","19980"
"2019-07-03",1000,"1015.892767","13368"
"2019-07-03",1001,"507.184510","4472"
"2019-07-03",1002,"1602.093466","18944"
"2019-07-03",2000,NULL,"8142"
"2019-07-04",1000,"2224.817404","32580"
"2019-07-04",1001,"1426.300892","14172"
"2019-07-04",1002,"3041.105607","29258"
"2019-07-05",1000,"545.372587","9123"
"2019-07-05",1001,"916.824032","9264"
"2019-07-06",1001,"3348.286230","39090"
"2019-07-06",1002,"1371.650099","15976"
"2019-07-06",2000,NULL,"8900"
"2019-07-07",1000,"569.605583","10896"
"2019-07-07",1001,"428.512003","4514"
"2019-07-07",1002,"3214.347494","34534"
"2019-07-07",2000,NULL,"22301"
"2019-07-08",1000,"858.430958","13800"
"2019-07-08",1002,"657.267162","5276"
"2019-07-09",1000,"2535.044392","44678"
"2019-07-09",1001,"2911.019458","28576"
"2019-07-09",1002,"769.761645","8400"
"2019-07-09",2000,NULL,"10330"
"2019-07-09",2001,"502.101315","30980"
"2019-07-10",1000,"2552.989975","37702"
"2019-07-10",1001,"1554.460668","15060"
"2019-07-10",1002,"478.884959","5744"
"2019-07-10",2000,NULL,"10184"
"2019-07-11",1000,"163.582493","4470"
"2019-07-11",1001,"2073.216808","19186"
"2019-07-11",1002,"1583.431555","19000"
"2019-07-11",2001,"313.634398","17370"
"2019-07-12",1001,"655.500307","4556"
"2019-07-13",1000,"1672.778652","26208"
"2019-07-13",1001,"809.107891","10656"
"2019-07-13",2000,NULL,"18094"
"2019-07-14",1001,"426.539671","4236"
"2019-07-14",1002,"1800.893734","18724"
"2019-07-15",1000,"744.293134","10088"
"2019-07-15",1001,"225.294427","6386"
"2019-07-15",1002,"1666.026657","14060"
"2019-07-16",1000,"2528.230083","39632"
"2019-07-16",1001,"1085.869259","14432"
"2019-07-16",1002,"2964.264730","34094"
"2019-07-17",1000,"396.856559","5164"
"2019-07-17",1002,"3306.563405","36004"
"2019-07-18",1000,"1322.630050","24222"
"2019-07-18",2001,"395.417680","16862"
"2019-07-19",1001,"648.599572","7888"
"2019-07-19",1002,"2564.817304","24968"
"2019-07-19",2000,NULL,"22130"
"2019-07-19",2001,"436.128893","22704"
"2019-07-20",1000,"275.449452","4600"
"2019-07-20",1001,"2535.285994","23412"
"2019-07-20",2000,NULL,"12009"
"2019-07-21",1000,"3528.067523","61092"
"2019-07-21",1001,"848.154674","8068"
"2019-07-21",2001,"936.945438","38888"
"2019-07-22",1000,"979.645951","13842"
"2019-07-22",1001,"1697.412788","21168"
"2019-07-22",1002,"1177.132159","13448"
"2019-07-23",1000,"1130.878629","18000"
"2019-07-23",1001,"1552.136832","16764"
"2019-07-23",1002,"1378.745665","9672"
"2019-07-24",1002,"353.651315","5680"
"2019-07-25",1000,"1113.425215","15648"
"2019-07-25",1001,"787.905000","5310"
"2019-07-25",1002,"1252.629929","13420"
"2019-07-25",2000,NULL,"11510"
"2019-07-26",1001,"2022.724866","20452"
"2019-07-26",1002,"2606.674473","26452"
"2019-07-26",2001,"512.354531","38384"
"2019-07-27",1000,"2038.580483","32348"
"2019-07-27",1001,"1681.820500","21508"
"2019-07-27",1002,"2793.563885","29896"
"2019-07-28",1000,"778.292328","15000"
"2019-07-28",1001,"1364.867769","15412"
"2019-07-28",1002,"971.519633","9672"
"2019-07-28",2000,NULL,"7928"
"2019-07-28",2001,"704.663288","43360"
"2019-07-29",1000,"1686.008343","29802"
"2019-07-29",1002,"984.668013","9500"
"2019-07-29",2000,NULL,"21387"
"2019-07-29",2001,"274.055688","18808"
"2019-07-30",1000,"618.956686","12048"
"2019-07-30",1001,"3033.216091","34950"
"2019-07-31",1000,"943.978871","17124"
"2019-07-31",1001,"361.116383","5146"
"2019-07-31",1002,"2531.637478","25350"
"2019-07-31",2000,NULL,"21812"
"2019-07-31",2001,"253.916822","21026"
"2019-08-01",1001,"873.219279","9586"
"2019-08-01",1002,"2139.069769","18816"
"2019-08-02",1002,"1778.315200","20256"
"2019-08-03",1000,"2161.778722","37290"
"2019-08-03",1002,"1139.248027","16404"
"2019-08-03",2001,"486.425044","20762"
"2019-08-04",1000,"917.346788","18872"
"2019-08-04",1001,"2475.780247","27860"
"2019-08-04",1002,"869.784382","11600"
"2019-08-04",2000,NULL,"9222"
"2019-08-05",1000,"485.267259","8800"
"2019-08-05",1002,"1069.899616","11380"
"2019-08-06",1001,"718.582503","8924"
"2019-08-06",1002,"1876.878169","21860"
"2019-08-07",1000,"2083.775557","33276"
"2019-08-07",1001,"1154.406477","11456"
"2019-08-07",1002,"1436.717947","15472"
"2019-08-07",2000,NULL,"20641"
"2019-08-07",2001,"169.261469","17932"
"2019-08-08",1000,"792.321260","15360"
"2019-08-08",1001,"2079.975699","18972"
"2019-08-08",1002,"1923.317776","20772"
"2019-08-08",2001,"535.685915","34148"
"2019-08-09",1000,"1802.729456","29958"
"2019-08-09",1001,"2451.406578","21404"
"2019-08-09",1002,"635.386354","6206"
"2019-08-09",2000,NULL,"10551"
"2019-08-10",1000,"3125.149093","50430"
"2019-08-10",1001,"371.954975","5124"
"2019-08-10",1002,"913.912835","11316"
"2019-08-10",2000,NULL,"11596"
"2019-08-11",1000,"868.169765","13536"
"2019-08-11",1002,"915.228109","9354"
"2019-08-11",2000,NULL,"9517"
"2019-08-12",1000,"1238.338276","20578"
"2019-08-12",1001,"1879.408339","19684"
"2019-08-12",1002,"1106.001968","11428"
"2019-08-13",1000,"2000.968476","30292"
"2019-08-13",1001,"745.753137","6214"
"2019-08-13",1002,"1944.813685","21236"
"2019-08-13",2000,NULL,"9152"
"2019-08-14",1000,"1370.617726","24400"
"2019-08-14",1002,"1480.916424","15012"
"2019-08-14",2001,"1276.791078","67508"
"2019-08-15",1002,"1187.429365","14164"
"2019-08-15",2000,NULL,"16499"
"2019-08-16",1000,"1653.594041","26362"
"2019-08-16",1001,"2056.739206","19504"
"2019-08-16",1002,"1376.755702","16274"
"2019-08-16",2000,NULL,"9950"
"2019-08-16",2001,"347.126233","24210"
"2019-08-17",1000,"975.937424","16020"
"2019-08-17",1001,"1428.058109","16000"
"2019-08-17",1002,"819.077599","9052"
"2019-08-17",2001,"394.927411","18730"
"2019-08-18",1000,"783.385584","11256"
"2019-08-18",1001,"287.438523","4518"
"2019-08-18",1002,"3527.285687","41092"
"2019-08-18",2001,"663.125786","40848"
"2019-08-19",1000,"1632.433418","29293"
"2019-08-19",1001,"1327.016417","14964"
"2019-08-19",2001,"642.876570","43008"
"2019-08-20",1001,"1987.817548","20752"
"2019-08-20",1002,"1062.571375","10354"
"2019-08-20",2000,NULL,"8768"
"2019-08-21",1000,"2113.865577","31173"
"2019-08-21",1002,"1365.579606","12314"
"2019-08-22",1000,"798.201478","14460"
"2019-08-22",1001,"1124.411276","11504"
"2019-08-22",1002,"1089.817197","11188"
"2019-08-22",2000,NULL,"10987"
"2019-08-22",2001,"641.011884","43284"
"2019-08-23",1000,"991.091783","16200"
"2019-08-23",1002,"1498.795612","13750"
"2019-08-24",1000,"652.880504","9948"
"2019-08-24",1001,"707.336137","9060"
"2019-08-24",1002,"1574.835033","14578"
"2019-08-25",1000,"1167.925967","18020"
"2019-08-25",1001,"1038.282575","11120"
"2019-08-25",1002,"654.222636","4354"
"2019-08-26",1000,"1020.965819","16320"
"2019-08-26",1001,"949.670038","10404"
"2019-08-26",1002,"3346.944298","34914"
"2019-08-26",2000,NULL,"9166"
"2019-08-26",2001,"419.574009","19682"
"2019-08-27",1000,"1396.993507","21580"
"2019-08-27",1002,"1492.818625","13236"
"2019-08-27",2001,"734.592756","44512"
"2019-08-28",1001,"2237.434313","20170"
"2019-08-28",2001,"880.255288","65174"
"2019-08-29",1000,"778.266542","10136"
"2019-08-29",1001,"799.077436","9064"
"2019-08-29",1002,"719.404967","9524"
"2019-08-29",2000,NULL,"12201"
"2019-08-29",2001,"739.497590","43712"
"2019-08-30",1001,"1543.860959","11236"
"2019-08-30",1002,"1136.275108","14598"
"2019-08-30",2000,NULL,"8795"
"2019-08-31",1000,"1267.796334","21164"
"2019-08-31",1001,"309.386230","4054"
"2019-08-31",1002,"482.825816","3998"
"2019-09-01",1001,"1072.608590","11332"
"2019-09-01",1002,"1876.850462","18426"
"2019-09-01",2001,"592.342266","43228"
"2019-09-02",1000,"927.585478","18000"
"2019-09-02",1001,"1561.314522","15740"
"2019-09-02",1002,"1956.635699","18396"
"2019-09-03",1001,"2767.907337","28910"
"2019-09-03",1002,"2215.309787","22700"
"2019-09-04",1000,"730.398991","11436"
"2019-09-04",1002,"705.742520","7840"
"2019-09-04",2001,"577.958953","42344"
"2019-09-05",1000,"1787.306370","25416"
"2019-09-05",1002,"974.416712","8670"
"2019-09-06",1000,"1843.863588","31410"
"2019-09-06",1001,"1640.635952","15076"
"2019-09-06",1002,"1024.889041","10800"
"2019-09-07",1002,"668.896000","4532"
"2019-09-07",2000,NULL,"10637"
"2019-09-08",1000,"1308.684470","18296"
"2019-09-08",1001,"1277.841747","11052"
"2019-09-08",1002,"774.848094","9016"
"2019-09-09",1000,"1821.258430","29084"
"2019-09-09",1001,"880.666028","10800"
"2019-09-09",1002,"1400.748872","15736"
"2019-09-10",1000,"1181.726938","19824"
"2019-09-10",1001,"2612.785851","27518"
"2019-09-10",1002,"792.561525","7359"
"2019-09-10",2001,"366.683677","24326"
"2019-09-11",1001,"1523.772301","15620"
"2019-09-12",1000,"1575.221945","24246"
"2019-09-12",1001,"235.717200","5256"
"2019-09-12",1002,"1638.847495","20824"
"2019-09-12",2000,NULL,"9407"
"2019-09-13",1000,"1030.408449","18492"
"2019-09-13",2000,NULL,"12247"
"2019-09-14",1000,"3363.654511","59368"
"2019-09-14",1001,"627.149145","5058"
"2019-09-14",1002,"1079.580924","10870"
"2019-09-14",2001,"424.784521","20000"
"2019-09-15",1001,"1704.484322","16416"
"2019-09-15",1002,"1296.301779","10562"
"2019-09-15",2000,NULL,"9013"
"2019-09-15",2001,"315.561507","21600"
"2019-09-16",1000,"2440.725655","43002"
"2019-09-16",1002,"690.621342","4910"
"2019-09-17",1000,"746.999578","9876"
"2019-09-17",1001,"1906.527384","22000"
"2019-09-17",1002,"384.674307","5472"
"2019-09-18",1000,"459.887397","5940"
"2019-09-18",1001,"739.487657","9758"
"2019-09-18",1002,"816.277596","8524"
"2019-09-18",2000,NULL,"30096"
"2019-09-18",2001,"221.521781","20612"
"2019-09-19",1000,"2274.693479","33780"
"2019-09-19",1001,"645.013875","7784"
"2019-09-19",1002,"762.558137","5540"
"2019-09-19",2000,NULL,"8425"
"2019-09-20",1000,"504.126065","8816"
"2019-09-20",1001,"1618.697079","14364"
"2019-09-20",1002,"624.656027","5144"
"2019-09-21",1000,"1524.635703","24570"
"2019-09-21",1001,"499.452521","5672"
"2019-09-22",1000,"1069.645595","19954"
"2019-09-22",1001,"1854.860696","15002"
"2019-09-22",1002,"745.499956","5734"
"2019-09-22",2000,NULL,"10964"
"2019-09-22",2001,"587.408300","40360"
"2019-09-23",1001,"1360.010198","15336"
"2019-09-23",1002,"668.186439","5400"
"2019-09-23",2000,NULL,"10634"
"2019-09-23",2001,"161.215534","19760"
"2019-09-24",1000,"2350.209936","39506"
"2019-09-25",1000,"1497.487654","22600"
"2019-09-25",1001,"2444.401610","28404"
"2019-09-25",2000,NULL,"7999"
"2019-09-25",2001,"429.769767","19790"
"2019-09-26",1000,"661.439974","11496"
"2019-09-26",2000,NULL,"11272"
"2019-09-26",2001,"363.440011","20908"
"2019-09-27",1000,"665.146724","9564"
"2019-09-27",1001,"907.407287","10160"
"2019-09-27",2000,NULL,"9688"
"2019-09-27",2001,"562.496163","40320"
"2019-09-28",1000,"1319.046770","22054"
"2019-09-28",1001,"1012.659184","10600"
"2019-09-28",1002,"1345.033578","16078"
"2019-09-29",1000,"1356.958623","20556"
"2019-09-29",1002,"866.957729","9836"
"2019-09-29",2000,NULL,"9795"
"2019-09-30",1000,"2421.928957","37515"
"2019-09-30",1001,"1252.054274","12660"
"2019-09-30",1002,"777.526302","9200"
"2019-09-30",2000,NULL,"18165"
"2019-10-01",1000,"1237.025270","17333"
"2019-10-01",1001,"959.441553","8820"
"2019-10-02",1000,"560.492465","8768"
"2019-10-02",1001,"652.182583","5178"
"2019-10-02",1002,"812.143374","9264"
"2019-10-02",2000,NULL,"9314"
"2019-10-03",1001,"2049.644943","19316"
"2019-10-03",1002,"2583.466778","26264"
"2019-10-03",2001,"444.610726","21034"
"2019-10-04",1000,"1244.405939","20544"
"2019-10-04",1001,"2083.352531","14498"
"2019-10-05",1000,"894.374179","12428"
"2019-10-05",1001,"804.019904","8790"
"2019-10-06",1002,"1007.672831","9846"
"2019-10-07",1000,"1513.933141","26136"
"2019-10-07",1002,"644.392206","5222"
"2019-10-07",2000,NULL,"10764"
"2019-10-07",2001,"200.826866","21746"
"2019-10-08",1001,"1380.977041","11280"
"2019-10-08",1002,"409.316027","4012"
"2019-10-08",2000,NULL,"20340"
"2019-10-08",2001,"607.114491","43908"
"2019-10-09",1000,"664.843299","11086"
"2019-10-09",1002,"547.015633","4748"
"2019-10-09",2001,"585.824861","44324"
"2019-10-10",1000,"4166.058570","73216"
"2019-10-10",1001,"1216.538217","10078"
"2019-10-10",1002,"675.913485","6238"
"2019-10-11",1000,"1203.481825","21568"
"2019-10-11",1001,"859.486810","9826"
"2019-10-11",2001,"252.659065","21814"
"2019-10-12",1000,"2066.660692","37178"
"2019-10-12",1001,"2728.156235","26114"
"2019-10-12",1002,"1050.501066","14922"
"2019-10-13",1000,"752.831380","11792"
"2019-10-13",1001,"1684.837212","16216"
"2019-10-13",1002,"1290.298312","13608"
"2019-10-14",1000,"1092.039015","18244"
"2019-10-14",1001,"1766.125084","20840"
"2019-10-14",2001,"570.608521","24680"
"2019-10-15",1001,"482.731452","5012"
"2019-10-16",1001,"372.402904","4470"
"2019-10-17",1000,"816.010325","9510"
"2019-10-17",2000,NULL,"10290"
"2019-10-17",2001,"404.242513","18938"
"2019-10-18",1000,"281.000202","4474"
"2019-10-18",1001,"1703.771638","20376"
"2019-10-19",1000,"1403.899766","26061"
"2019-10-19",1001,"1515.562054","14360"
"2019-10-20",1001,"410.396575","4640"
"2019-10-20",1002,"2069.654022","16110"
"2019-10-21",1000,"492.193978","8572"
"2019-10-21",1001,"827.873393","10112"
"2019-10-21",1002,"750.738754","5238"
"2019-10-22",1001,"356.253386","3994"
"2019-10-22",1002,"549.852285","5998"
"2019-10-23",1001,"706.673426","7880"
"2019-10-23",1002,"914.505791","8622"
"2019-10-24",1000,"1868.113549","35298"
"2019-10-24",1001,"713.892398","5750"
"2019-10-24",1002,"265.184923","4682"
"2019-10-25",1000,"753.532875","14280"
"2019-10-25",1001,"875.995166","10324"
"2019-10-25",1002,"1277.150203","14798"
"2019-10-25",2000,NULL,"31144"
"2019-10-26",1000,"1624.436017","22764"
"2019-10-26",1001,"1492.132514","21470"
"2019-10-26",1002,"608.366406","6208"
"2019-10-27",1000,"262.241025","4532"
"2019-10-27",1001,"658.385353","5314"
"2019-10-27",2001,"1014.573283","56726"
"2019-10-28",1000,"591.244289","8288"
"2019-10-28",1001,"273.272575","4232"
"2019-10-28",2001,"721.688304","38556"
"2019-10-29",1000,"2628.211147","36168"
"2019-10-29",1001,"2720.051758","32028"
"2019-10-29",1002,"665.022909","5204"
"2019-10-29",2000,NULL,"8241"
"2019-10-30",1000,"921.310799","18366"
"2019-10-30",1001,"1365.118918","10510"
"2019-10-30",2000,NULL,"12684"
"2019-10-30",2001,"440.977880","23048"
"2019-10-31",1000,"2005.358769","36444"
"2019-10-31",1001,"1057.182625","13254"
"2019-11-01",1000,"451.910338","9036"
"2019-11-01",1001,"381.664915","5088"
"2019-11-01",1002,"1714.086838","16568"
"2019-11-01",2000,NULL,"9536"
"2019-11-01",2001,"546.534246","40660"
"2019-11-02",1001,"389.992536","4284"
"2019-11-02",1002,"963.389008","9804"
"2019-11-02",2001,"649.960493","32074"
"2019-11-03",1000,"1403.308625","21124"
"2019-11-03",1001,"1075.262539","13178"
"2019-11-03",1002,"916.344274","8590"
"2019-11-03",2001,"570.130498","33012"
"2019-11-04",1000,"349.748904","5000"
"2019-11-04",1001,"296.415562","4604"
"2019-11-04",1002,"232.470943","5484"
"2019-11-04",2000,NULL,"9236"
"2019-11-05",1001,"1185.175079","12327"
"2019-11-05",1002,"1259.939064","14010"
"2019-11-06",1000,"277.928285","5366"
"2019-11-06",1001,"718.553769","8788"
"2019-11-06",1002,"2536.874265","20820"
"2019-11-06",2000,NULL,"21065"
"2019-11-07",1000,"1835.815419","32968"
"2019-11-07",1001,"396.461014","5664"
"2019-11-07",1002,"1912.297231","20518"
"2019-11-07",2000,NULL,"10974"
"2019-11-08",1000,"891.051233","15708"
"2019-11-08",1002,"932.207363","9092"
"2019-11-09",1000,"585.211403","9044"
"2019-11-09",1002,"942.779086","10888"
"2019-11-10",1001,"624.401367","4954"
"2019-11-11",1002,"945.793382","12272"
"2019-11-11",2001,"502.737644","38232"
"2019-11-12",1000,"1039.160811","17096"
"2019-11-13",1001,"1799.529261","23886"
"2019-11-13",2000,NULL,"8676"
"2019-11-14",1000,"2684.753534","41098"
"2019-11-14",1001,"889.239556","8848"
"2019-11-15",1000,"534.481757","8254"
"2019-11-15",1001,"670.665501","8692"
"2019-11-16",1001,"508.651902","6585"
"2019-11-16",1002,"1527.954732","12002"
"2019-11-17",1002,"1205.575952","10344"
"2019-11-17",2000,NULL,"10352"
"2019-11-18",1000,"527.140137","10400"
"2019-11-18",1002,"469.984345","4548"
"2019-11-19",1000,"1948.167900","31284"
"2019-11-19",1001,"888.387320","11356"
"2019-11-19",1002,"1213.397074","9128"
"2019-11-19",2001,"401.669945","19916"
"2019-11-20",1001,"1001.499496","8408"
"2019-11-20",2000,NULL,"9578"
"2019-11-21",1000,"1382.309100","23796"
"2019-11-21",1001,"529.089671","4340"
"2019-11-21",1002,"978.226233","13730"
"2019-11-22",1001,"945.524845","13058"
"2019-11-22",1002,"1166.857803","9196"
"2019-11-22",2001,"388.519822","22230"
"2019-11-23",1000,"1237.509436","19030"
"2019-11-23",1001,"668.413069","8780"
"2019-11-23",1002,"1052.890244","11382"
"2019-11-24",1001,"1276.387778","15026"
"2019-11-25",1001,"1243.918865","10726"
"2019-11-25",2000,NULL,"11617"
"2019-11-25",2001,"389.196290","24094"
"2019-11-26",1000,"558.702832","8768"
"2019-11-26",1001,"1043.078202","9418"
"2019-11-26",1002,"615.930811","5512"
"2019-11-27",1000,"672.871929","9648"
"2019-11-27",1001,"1714.969653","20594"
"2019-11-27",1002,"1459.603216","15424"
"2019-11-27",2001,"442.136964","19566"
"2019-11-28",1001,"566.707660","5708"
"2019-11-28",1002,"737.600701","5388"
"2019-11-28",2001,"382.493359","20954"
"2019-11-29",1000,"446.712125","8056"
"2019-11-30",1000,"565.333710","11596"
"2019-11-30",1001,"1775.799566","17476"
"2019-11-30",1002,"963.920782","10168"
"2019-12-01",1002,"346.953531","4626"
"2019-12-01",2000,NULL,"8621"
"2019-12-02",1000,"867.339176","16962"
"2019-12-02",1001,"596.227611","4536"
"2019-12-02",1002,"990.845058","10508"
"2019-12-03",1000,"679.764132","10772"
"2019-12-03",1001,"704.272364","5598"
"2019-12-03",1002,"1648.798660","14478"
"2019-12-03",2000,NULL,"17666"
"2019-12-03",2001,"147.842294","20558"
"2019-12-04",1000,"311.009972","4326"
"2019-12-04",1001,"731.683422","8874"
"2019-12-04",1002,"456.534564","4034"
"2019-12-04",2001,"909.724290","63822"
"2019-12-05",1001,"332.575776","4368"
"2019-12-05",1002,"769.680275","8800"
"2019-12-05",2000,NULL,"8636"
"2019-12-05",2001,"317.722877","18100"
"2019-12-06",1001,"450.498241","4498"
"2019-12-07",1000,"399.502507","7469"
"2019-12-07",1001,"819.837890","7618"
"2019-12-08",1000,"696.824082","12870"
"2019-12-08",1001,"800.692644","6254"
"2019-12-08",1002,"473.122361","4214"
"2019-12-09",1001,"733.990495","9162"
"2019-12-09",1002,"790.240819","6454"
"2019-12-09",2000,NULL,"11086"
"2019-12-09",2001,"385.788844","17202"
"2019-12-10",1000,"1720.461679","24708"
"2019-12-10",1001,"836.203760","10992"
"2019-12-11",1000,"545.608289","7528"
"2019-12-11",1002,"813.874006","10938"
"2019-12-12",1000,"1316.037396","21547"
"2019-12-12",1001,"714.703164","5210"
"2019-12-13",1000,"727.746234","10204"
"2019-12-13",1001,"796.176334","7666"
"2019-12-13",1002,"418.006165","6100"
"2019-12-14",1000,"616.303555","10936"
"2019-12-14",1001,"534.905520","5338"
"2019-12-14",1002,"632.951731","10408"
"2019-12-14",2000,NULL,"8884"
"2019-12-14",2001,"184.145923","17604"
"2019-12-15",1000,"761.235306","14378"
"2019-12-15",1001,"1736.014277","14276"
"2019-12-15",1002,"1425.131027","15846"
"2019-12-15",2001,"847.743826","41240"
"2019-12-16",1000,"1853.012778","30092"
"2019-12-16",1001,"1160.977389","11046"
"2019-12-16",1002,"1405.198973","16550"
"2019-12-16",2000,NULL,"8717"
"2019-12-17",1001,"2060.328823","20080"
"2019-12-18",1001,"942.727709","8518"
"2019-12-18",1002,"1756.320370","15258"
"2019-12-18",2000,NULL,"9624"
"2019-12-18",2001,"212.995780","16290"
"2019-12-20",1000,"828.396210","14256"
"2019-12-20",1002,"526.372969","5336"
"2019-12-20",2001,"317.320406","18004"
"2019-12-21",1000,"651.428246","11080"
"2019-12-21",1001,"907.286751","9852"
"2019-12-21",1002,"1435.718683","11888"
"2019-12-21",2000,NULL,"7804"
"2019-12-22",1001,"1011.372391","9134"
"2019-12-22",1002,"1071.057413","7488"
"2019-12-22",2000,NULL,"12236"
"2019-12-22",2001,"238.156140","16782"
"2019-12-23",1000,"1449.709294","22034"
"2019-12-23",1002,"1001.045204","9572"
"2019-12-24",1001,"928.901320","10582"
"2019-12-24",1002,"614.586631","5622"
"2019-12-24",2000,NULL,"8559"
"2019-12-25",1000,"769.831421","12506"
"2019-12-25",1001,"404.911455","5206"
"2019-12-25",1002,"311.683534","4120"
"2019-12-25",2001,"560.544756","43080"
"2019-12-26",1001,"285.085693","6288"
"2019-12-26",1002,"301.968121","6014"
"2019-12-26",2000,NULL,"10500"
"2019-12-27",1000,"543.620039","8284"
"2019-12-27",1001,"303.671430","7404"
"2019-12-27",1002,"468.597112","5332"
"2019-12-28",1000,"1210.142706","19504"
"2019-12-28",1001,"660.763775","4362"
"2019-12-28",1002,"436.925151","4830"
"2019-12-29",1000,"511.025923","10928"
"2019-12-29",1001,"1740.496774","16508"
"2019-12-29",1002,"1008.210184","9386"
"2019-12-29",2000,NULL,"11009"
"2019-12-29",2001,"499.331644","23400"
"2019-12-30",1001,"147.800342","2289"
"2019-12-30",2000,NULL,"8854"
"2019-12-31",1001,"363.537447","5404"
"2020-01-01",1000,"1725.996926","31172"
"2020-01-01",1001,"1007.747220","8988"
"2020-01-01",2000,NULL,"9006"
"2020-01-02",1000,"543.180903","9020"
"2020-01-02",1002,"1754.671636","13814"
"2020-01-02",2000,NULL,"7944"
"2020-01-02",2001,"438.531370","23600"
"2020-01-03",1000,"496.675836","7628"
"2020-01-03",1001,"1221.763249","9862"
"2020-01-03",1002,"340.653792","7970"
"2020-01-03",2001,"255.566310","22354"
"2020-01-04",1002,"1679.568334","20402"
"2020-01-05",1000,"617.817024","9776"
"2020-01-05",1001,"968.890603","9804"
"2020-01-05",1002,"702.482183","5626"
"2020-01-06",1000,"407.849110","4650"
"2020-01-06",1001,"443.228630","4200"
"2020-01-06",1002,"225.960515","4602"
"2020-01-07",1000,"721.275657","10770"
"2020-01-07",1001,"518.694899","9630"
"2020-01-07",1002,"1007.831485","9284"
"2020-01-07",2000,NULL,"9581"
"2020-01-08",1000,"1221.303134","20332"
"2020-01-08",1001,"686.023585","9360"
"2020-01-08",2001,"926.380637","44596"
"2020-01-09",1000,"645.993111","9904"
"2020-01-09",1001,"294.677630","6390"
"2020-01-09",1002,"373.140342","4450"
"2020-01-10",1000,"966.307183","13324"
"2020-01-10",1001,"183.683611","5032"
"2020-01-11",1000,"926.347063","14606"
"2020-01-11",1001,"237.383688","5104"
"2020-01-11",1002,"520.733151","5700"
"2020-01-11",2000,NULL,"10105"
"2020-01-12",1000,"417.822603","5860"
"2020-01-12",1001,"465.312000","4380"
"2020-01-13",1001,"259.481507","4440"
"2020-01-13",1002,"294.082631","5969"
"2020-01-14",1000,"1856.243646","28352"
"2020-01-15",1000,"1976.898575","29934"
"2020-01-15",1001,"330.610668","5024"
"2020-01-15",1002,"1641.658397","13998"
"2020-01-15",2000,NULL,"12673"
"2020-01-15",2001,"237.234537","21184"
"2020-01-16",1000,"1042.591377","18032"
"2020-01-16",1001,"1989.505835","16238"
"2020-01-16",1002,"248.938354","3978"
"2020-01-17",1001,"1039.891326","10412"
"2020-01-17",1002,"947.644713","10248"
"2020-01-17",2000,NULL,"10568"
"2020-01-18",2001,"380.876627","19314"
"2020-01-19",1001,"311.744679","2666"
"2020-01-19",1002,"627.130934","7314"
"2020-01-20",1000,"450.822449","9128"
"2020-01-20",1002,"1529.905628","15264"
"2020-01-20",2001,"780.005017","43128"
"2020-01-21",1000,"428.553835","4800"
"2020-01-21",1001,"113.170151","4510"
"2020-01-21",1002,"535.962416","4288"
"2020-01-22",1000,"1468.755386","22184"
"2020-01-22",1001,"1021.561566","9016"
"2020-01-22",1002,"781.388838","5327"
"2020-01-22",2001,"530.095052","24332"
"2020-01-23",1000,"615.753571","9228"
"2020-01-23",1002,"332.122098","4996"
"2020-01-24",1000,"269.505496","4732"
"2020-01-24",1001,"580.718679","4232"
"2020-01-24",1002,"542.189019","5324"
"2020-01-25",1001,"761.599123","10020"
"2020-01-25",2001,"309.893616","20038"
"2020-01-26",1000,"221.983337","6024"
"2020-01-26",1001,"527.674442","5098"
"2020-01-26",1002,"653.176630","10454"
"2020-01-27",1000,"1392.442455","26012"
"2020-01-27",1001,"527.398298","4722"
"2020-01-28",1000,"336.148910","4378"
"2020-01-28",1001,"1844.196202","20028"
"2020-01-28",1002,"1580.525488","20392"
"2020-01-29",1000,"656.759217","10008"
"2020-01-29",1001,"605.610033","5664"
"2020-01-29",1002,"280.093690","5802"
"2020-01-29",2000,NULL,"10350"
"2020-01-29",2001,"442.297792","23288"
"2020-01-30",1000,"1262.588538","20072"
"2020-01-30",1002,"723.971747","9684"
"2020-01-30",2001,"199.587502","19472"
"2020-01-31",1001,"938.496469","10598"
"2020-01-31",1002,"905.380352","10984"
"2020-01-31",2000,NULL,"7947"
"2020-02-01",1000,"1806.114931","30844"
"2020-02-01",1002,"449.922298","8685"
"2020-02-01",2000,NULL,"10660"
"2020-02-02",1000,"834.705265","15966"
"2020-02-02",1001,"1718.313063","17390"
"2020-02-03",1000,"1044.988624","14664"
"2020-02-03",2001,"49.280740","16960"
"2020-02-04",1000,"440.654734","4962"
"2020-02-04",1001,"589.466039","9266"
"2020-02-04",2000,NULL,"10930"
"2020-02-05",1000,"453.077574","9380"
